funcionario_id;nome_completo;genero;idade;cidade;uf;departamento_id;cargo;senioridade;modelo_trabalho;data_admissao;salario_atual;status;data_desligamento;tipo_desligamento;motivo_desligamento
1115;Renata Pereira Lima;F;27;Rio de Janeiro;RJ;11;Senior de Juridico;Senior;Presencial;2023-08-24;11095.28;Ativo;;;
1116;Beatriz Soares Barbosa;F;25;Goiania;GO;7;Gerente de Suporte Tecnico;Gerente;Presencial;2023-06-15;26541.96;Ativo;;;
1117;Carolina Rocha Andrade;F;27;Florianopolis;SC;1;Senior de Engenharia de Software;Senior;Remoto;2022-06-14;13603.51;Ativo;;;
1118;Vanessa Alves Oliveira;F;27;Belo Horizonte;MG;4;Pleno de Comercial;Pleno;Presencial;2024-03-14;8816.58;Ativo;;;
1119;Rodrigo Souza Rocha;M;32;Fortaleza;CE;9;Junior de Recursos Humanos;Junior;Remoto;2023-01-29;5408.71;Desligado;2024-11-22;Voluntario;Continuidade dos estudos
1120;Patricia Nascimento Barbosa;F;38;Fortaleza;CE;7;Especialista de Suporte Tecnico;Especialista;Remoto;2023-12-13;15390.95;Ativo;;;
1121;Thiago Silva Rodrigues;M;19;Sao Paulo;SP;8;Senior de Operacoes;Senior;Hibrido;2018-11-24;10128.62;Ativo;;;
1122;Rafael Souza Gomes;M;33;Porto Alegre;RS;1;Senior de Engenharia de Software;Senior;Remoto;2021-04-19;10217.87;Ativo;;;
1123;Eduardo Andrade Silva;M;38;Curitiba;PR;7;Pleno de Suporte Tecnico;Pleno;Hibrido;2024-05-29;7859.89;Ativo;;;
1124;Matheus Silva Lopes;M;40;Curitiba;PR;9;Coordenador de Recursos Humanos;Coordenador;Hibrido;2018-03-07;16067.99;Ativo;;;
1125;Vanessa Gomes Lopes;F;30;Recife;PE;12;Junior de Administrativo;Junior;Hibrido;2023-05-09;3552.06;Ativo;;;
1126;Ana Costa Oliveira;F;43;Belo Horizonte;MG;6;Junior de Customer Success;Junior;Hibrido;2020-08-14;3719.25;Ativo;;;
1127;Guilherme Martins Oliveira;M;33;Florianopolis;SC;5;Pleno de Marketing;Pleno;Hibrido;2024-11-04;7844.45;Ativo;;;
1128;Larissa Alves Lima;F;41;Salvador;BA;1;Pleno de Engenharia de Software;Pleno;Hibrido;2020-01-01;8090.77;Ativo;;;
1129;Gabriel Nascimento Pereira;M;42;Salvador;BA;9;Junior de Recursos Humanos;Junior;Hibrido;2019-06-17;4318.15;Ativo;;;
1130;Beatriz Andrade Santos;F;33;Curitiba;PR;2;Junior de Dados & Analytics;Junior;Hibrido;2024-02-06;5209.67;Desligado;2024-10-03;Voluntario;Motivos pessoais/familiares
1131;Leonardo Dias Alves;M;27;Fortaleza;CE;5;Junior de Marketing;Junior;Remoto;2024-05-18;5018.18;Ativo;;;
1132;Carolina Costa Ferreira;F;42;Campinas;SP;1;Senior de Engenharia de Software;Senior;Remoto;2021-04-05;14547.88;Ativo;;;
1133;Gustavo Soares Souza;M;28;Porto Alegre;RS;2;Especialista de Dados & Analytics;Especialista;Remoto;2019-11-05;18021.42;Ativo;;;
1134;Carolina Alves Ribeiro;F;33;Sao Paulo;SP;5;Pleno de Marketing;Pleno;Hibrido;2018-09-02;6876.75;Ativo;;;
1135;Gabriel Pereira Rocha;M;36;Salvador;BA;8;Senior de Operacoes;Senior;Hibrido;2024-01-29;11375.9;Ativo;;;
1136;Maria Ferreira Lima;F;33;Brasilia;DF;1;Junior de Engenharia de Software;Junior;Hibrido;2019-11-29;3744.47;Ativo;;;
1137;Marcelo Pereira Silva;M;19;Sao Paulo;SP;10;Senior de Financeiro;Senior;Presencial;2018-06-13;13421.27;Ativo;;;
1138;Daniela Rodrigues Ribeiro;F;20;Rio de Janeiro;RJ;1;Pleno de Engenharia de Software;Pleno;Hibrido;2023-01-20;6903.15;Ativo;;;
1139;Rafael Lopes Oliveira;M;24;Campinas;SP;8;Pleno de Operacoes;Pleno;Hibrido;2020-01-24;8114.84;Desligado;2024-01-12;Voluntario;Continuidade dos estudos
1140;Ana Santos Ribeiro;F;31;Campinas;SP;6;Especialista de Customer Success;Especialista;Hibrido;2021-06-02;15750.81;Desligado;2024-12-25;Voluntario;Insatisfacao salarial
1141;Matheus Lopes Pereira;M;34;Recife;PE;1;Pleno de Engenharia de Software;Pleno;Hibrido;2018-01-25;9176.71;Desligado;2024-03-22;Voluntario;Continuidade dos estudos
1142;Priscila Andrade Alves;F;20;Sao Paulo;SP;3;Junior de Produto;Junior;Hibrido;2021-11-20;3826.91;Ativo;;;
1143;Bruna Andrade Rodrigues;F;44;Porto Alegre;RS;12;Pleno de Administrativo;Pleno;Hibrido;2018-12-27;8190.29;Desligado;2024-08-16;Voluntario;Nova oportunidade de mercado
1144;Priscila Fernandes Gomes;F;31;Florianopolis;SC;10;Senior de Financeiro;Senior;Hibrido;2021-12-24;11745.06;Ativo;;;
1145;Amanda Vieira Ferreira;F;34;Florianopolis;SC;12;Estagiario de Administrativo;Estagiario;Hibrido;2019-12-30;2492.33;Ativo;;;
1146;Aline Andrade Almeida;F;33;Porto Alegre;RS;6;Senior de Customer Success;Senior;Remoto;2020-04-30;13582.22;Desligado;2024-04-12;Voluntario;Continuidade dos estudos
1147;Lucas Soares Rodrigues;M;29;Fortaleza;CE;10;Senior de Financeiro;Senior;Hibrido;2019-07-14;11842.85;Ativo;;;
1148;Patricia Fernandes Ribeiro;F;27;Fortaleza;CE;10;Estagiario de Financeiro;Estagiario;Presencial;2020-01-11;2081.89;Ativo;;;
1149;Leonardo Martins Andrade;M;33;Belo Horizonte;MG;3;Junior de Produto;Junior;Hibrido;2023-02-23;5460.0;Ativo;;;
1150;Ricardo Ribeiro Barbosa;M;27;Curitiba;PR;7;Pleno de Suporte Tecnico;Pleno;Remoto;2024-09-03;9116.09;Ativo;;;
1151;Juliana Dias Fernandes;F;37;Salvador;BA;7;Pleno de Suporte Tecnico;Pleno;Hibrido;2021-10-07;9464.73;Ativo;;;
1152;Leonardo Dias Lopes;M;25;Florianopolis;SC;5;Senior de Marketing;Senior;Hibrido;2024-01-21;13601.63;Ativo;;;
1153;Ricardo Gomes Costa;M;34;Salvador;BA;10;Junior de Financeiro;Junior;Hibrido;2023-02-03;4624.03;Desligado;2024-04-04;Voluntario;Mudanca de carreira
1154;Gabriel Soares Dias;M;29;Rio de Janeiro;RJ;3;Estagiario de Produto;Estagiario;Hibrido;2019-03-17;2307.5;Ativo;;;
1155;Matheus Ferreira Santos;M;39;Curitiba;PR;6;Junior de Customer Success;Junior;Hibrido;2019-07-02;4722.5;Desligado;2024-08-14;Involuntario;Baixo desempenho
1156;Amanda Souza Santos;F;28;Brasilia;DF;7;Junior de Suporte Tecnico;Junior;Presencial;2023-03-26;3986.89;Ativo;;;
1157;Debora Soares Barbosa;F;39;Goiania;GO;9;Pleno de Recursos Humanos;Pleno;Hibrido;2023-11-24;7367.24;Ativo;;;
1158;Ana Ribeiro Pereira;F;33;Brasilia;DF;9;Senior de Recursos Humanos;Senior;Hibrido;2022-07-14;12582.68;Ativo;;;
1159;Joao Alves Rocha;M;19;Fortaleza;CE;10;Pleno de Financeiro;Pleno;Remoto;2024-02-23;7773.49;Ativo;;;
1160;Eduardo Rocha Santos;M;27;Recife;PE;8;Pleno de Operacoes;Pleno;Remoto;2024-07-13;7510.44;Desligado;2024-12-31;Voluntario;Motivos pessoais/familiares
1161;Ana Barbosa Lima;F;25;Florianopolis;SC;4;Pleno de Comercial;Pleno;Hibrido;2018-06-19;7538.75;Desligado;2024-03-13;Voluntario;Nova oportunidade de mercado
1162;Rodrigo Oliveira Alves;M;31;Florianopolis;SC;1;Pleno de Engenharia de Software;Pleno;Remoto;2023-11-20;6176.27;Ativo;;;
1163;Gabriel Andrade Pereira;M;21;Florianopolis;SC;11;Junior de Juridico;Junior;Hibrido;2024-04-15;4867.53;Ativo;;;
1164;Amanda Alves Soares;F;47;Campinas;SP;12;Pleno de Administrativo;Pleno;Hibrido;2022-01-13;6520.41;Ativo;;;
1165;Fernando Rocha Ferreira;M;27;Florianopolis;SC;11;Pleno de Juridico;Pleno;Hibrido;2024-02-29;7908.61;Ativo;;;
1166;Camila Rocha Vieira;F;29;Recife;PE;3;Junior de Produto;Junior;Hibrido;2024-07-15;4534.1;Ativo;;;
1167;Vanessa Souza Ferreira;F;29;Belo Horizonte;MG;5;Coordenador de Marketing;Coordenador;Remoto;2021-06-19;14713.89;Ativo;;;
1168;Tatiane Costa Dias;F;34;Belo Horizonte;MG;2;Senior de Dados & Analytics;Senior;Hibrido;2020-11-05;9752.56;Ativo;;;
1169;Bruna Costa Fernandes;F;28;Recife;PE;10;Senior de Financeiro;Senior;Remoto;2024-06-11;11405.12;Ativo;;;
1170;Vanessa Rocha Carvalho;F;43;Goiania;GO;1;Senior de Engenharia de Software;Senior;Remoto;2022-05-18;13327.28;Ativo;;;
1171;Daniela Pereira Vieira;F;26;Florianopolis;SC;7;Pleno de Suporte Tecnico;Pleno;Remoto;2020-09-01;7454.19;Ativo;;;
1172;Marcelo Fernandes Andrade;M;34;Porto Alegre;RS;9;Especialista de Recursos Humanos;Especialista;Hibrido;2019-05-05;13217.11;Ativo;;;
1173;Priscila Almeida Martins;F;43;Sao Paulo;SP;8;Junior de Operacoes;Junior;Hibrido;2022-11-20;3895.16;Ativo;;;
1174;Rodrigo Barbosa Silva;M;28;Florianopolis;SC;6;Pleno de Customer Success;Pleno;Remoto;2020-08-26;7224.75;Desligado;2024-09-24;Involuntario;Baixo desempenho
1175;Maria Gomes Pereira;F;26;Curitiba;PR;3;Pleno de Produto;Pleno;Hibrido;2020-02-25;9116.63;Ativo;;;
1176;Maria Nascimento Lima;F;40;Florianopolis;SC;5;Pleno de Marketing;Pleno;Presencial;2020-08-11;8624.57;Ativo;;;
1177;Gabriel Santos Almeida;M;23;Recife;PE;9;Estagiario de Recursos Humanos;Estagiario;Presencial;2019-08-24;2334.48;Ativo;;;
1178;Matheus Lima Ribeiro;M;29;Brasilia;DF;1;Pleno de Engenharia de Software;Pleno;Remoto;2018-12-12;8235.0;Ativo;;;
1179;Felipe Lima Gomes;M;23;Rio de Janeiro;RJ;1;Senior de Engenharia de Software;Senior;Hibrido;2024-01-30;11867.16;Ativo;;;
1180;Luciana Alves Andrade;F;31;Rio de Janeiro;RJ;7;Senior de Suporte Tecnico;Senior;Hibrido;2024-09-07;12601.58;Ativo;;;
1181;Debora Ferreira Lopes;F;25;Goiania;GO;7;Pleno de Suporte Tecnico;Pleno;Remoto;2020-01-05;7553.77;Ativo;;;
1182;Ricardo Rocha Gomes;M;40;Sao Paulo;SP;1;Pleno de Engenharia de Software;Pleno;Hibrido;2018-11-20;9058.73;Desligado;2024-06-12;Voluntario;Continuidade dos estudos
1183;Juliana Santos Costa;F;39;Recife;PE;9;Senior de Recursos Humanos;Senior;Remoto;2018-04-20;10851.92;Ativo;;;
1184;Vanessa Souza Pereira;F;28;Goiania;GO;1;Senior de Engenharia de Software;Senior;Hibrido;2023-10-31;10427.86;Ativo;;;
1185;Marcelo Santos Gomes;M;31;Florianopolis;SC;1;Senior de Engenharia de Software;Senior;Remoto;2019-06-21;10325.13;Desligado;2024-08-13;Aposentadoria;Aposentadoria
1186;Thiago Fernandes Vieira;M;38;Belo Horizonte;MG;4;Senior de Comercial;Senior;Hibrido;2019-08-27;12866.26;Ativo;;;
1187;Tatiane Nascimento Pereira;F;19;Belo Horizonte;MG;10;Pleno de Financeiro;Pleno;Remoto;2018-10-09;9236.1;Ativo;;;
1188;Marcelo Almeida Barbosa;M;39;Brasilia;DF;1;Junior de Engenharia de Software;Junior;Remoto;2022-05-13;5422.56;Ativo;;;
1189;Felipe Carvalho Gomes;M;29;Salvador;BA;6;Junior de Customer Success;Junior;Hibrido;2021-08-22;5470.72;Ativo;;;
1190;Matheus Costa Oliveira;M;23;Fortaleza;CE;11;Especialista de Juridico;Especialista;Hibrido;2020-10-14;17354.07;Desligado;2024-07-05;Voluntario;Continuidade dos estudos
1191;Gustavo Martins Lima;M;35;Rio de Janeiro;RJ;12;Junior de Administrativo;Junior;Hibrido;2023-01-04;3809.62;Ativo;;;
1192;Tatiane Carvalho Nascimento;F;27;Belo Horizonte;MG;8;Pleno de Operacoes;Pleno;Remoto;2022-06-04;8983.83;Ativo;;;
1193;Vinicius Fernandes Alves;M;48;Fortaleza;CE;4;Pleno de Comercial;Pleno;Hibrido;2021-04-04;6739.39;Ativo;;;
1194;Luciana Alves Fernandes;F;35;Brasilia;DF;6;Junior de Customer Success;Junior;Presencial;2022-01-07;3598.56;Ativo;;;
1195;Felipe Oliveira Lima;M;38;Salvador;BA;7;Junior de Suporte Tecnico;Junior;Hibrido;2018-08-31;4712.25;Ativo;;;
1196;Luciana Oliveira Souza;F;30;Campinas;SP;7;Senior de Suporte Tecnico;Senior;Hibrido;2024-10-01;12213.11;Ativo;;;
1197;Vanessa Ribeiro Ribeiro;F;25;Curitiba;PR;6;Pleno de Customer Success;Pleno;Remoto;2023-10-11;6106.11;Ativo;;;
1198;Bruna Barbosa Rocha;F;29;Sao Paulo;SP;1;Senior de Engenharia de Software;Senior;Remoto;2023-06-06;12917.86;Ativo;;;
1199;Larissa Ribeiro Barbosa;F;31;Fortaleza;CE;9;Junior de Recursos Humanos;Junior;Remoto;2023-10-20;4289.92;Ativo;;;
1200;Eduardo Santos Pereira;M;41;Curitiba;PR;7;Senior de Suporte Tecnico;Senior;Presencial;2018-05-21;9938.88;Desligado;2024-07-29;Involuntario;Reducao de quadro
1201;Fernanda Andrade Oliveira;F;32;Rio de Janeiro;RJ;12;Junior de Administrativo;Junior;Hibrido;2020-03-04;4095.33;Ativo;;;
1202;Felipe Barbosa Rodrigues;M;34;Porto Alegre;RS;3;Pleno de Produto;Pleno;Hibrido;2022-05-31;6184.05;Ativo;;;
1203;Thiago Nascimento Souza;M;32;Porto Alegre;RS;1;Junior de Engenharia de Software;Junior;Remoto;2018-10-08;4548.75;Ativo;;;
1204;Debora Silva Costa;F;37;Curitiba;PR;4;Especialista de Comercial;Especialista;Remoto;2018-06-07;16115.58;Ativo;;;
1205;Bruno Fernandes Soares;M;32;Porto Alegre;RS;4;Especialista de Comercial;Especialista;Remoto;2021-10-18;16892.4;Ativo;;;
1206;Daniela Andrade Rodrigues;F;22;Goiania;GO;2;Junior de Dados & Analytics;Junior;Hibrido;2022-01-25;4496.88;Ativo;;;
1207;Marcelo Vieira Dias;M;38;Florianopolis;SC;1;Junior de Engenharia de Software;Junior;Presencial;2021-09-27;3591.15;Ativo;;;
1208;Guilherme Ferreira Santos;M;33;Porto Alegre;RS;8;Junior de Operacoes;Junior;Remoto;2024-04-06;4863.57;Ativo;;;
1209;Ricardo Lima Santos;M;30;Fortaleza;CE;9;Pleno de Recursos Humanos;Pleno;Remoto;2018-03-21;6277.02;Desligado;2024-07-19;Voluntario;Nova oportunidade de mercado
1210;Marcelo Dias Lima;M;32;Campinas;SP;5;Junior de Marketing;Junior;Hibrido;2024-03-30;4981.63;Desligado;2024-05-17;Voluntario;Mudanca de carreira
1211;Joao Gomes Rocha;M;28;Salvador;BA;9;Gerente de Recursos Humanos;Gerente;Hibrido;2023-09-20;24875.45;Ativo;;;
1212;Marcelo Soares Nascimento;M;34;Rio de Janeiro;RJ;11;Pleno de Juridico;Pleno;Hibrido;2021-11-08;8509.55;Desligado;2024-04-08;Voluntario;Mudanca de carreira
1213;Daniela Fernandes Oliveira;F;33;Belo Horizonte;MG;2;Senior de Dados & Analytics;Senior;Hibrido;2022-07-11;11002.8;Ativo;;;
1214;Leonardo Almeida Fernandes;M;41;Goiania;GO;8;Pleno de Operacoes;Pleno;Presencial;2019-12-22;9273.84;Ativo;;;
1215;Pedro Pereira Soares;M;19;Porto Alegre;RS;11;Junior de Juridico;Junior;Hibrido;2021-02-11;3581.4;Ativo;;;
1216;Debora Martins Andrade;F;26;Belo Horizonte;MG;12;Junior de Administrativo;Junior;Remoto;2022-04-19;3626.45;Ativo;;;
1217;Diego Dias Ribeiro;M;30;Recife;PE;7;Pleno de Suporte Tecnico;Pleno;Hibrido;2024-01-07;6652.46;Ativo;;;
1218;Beatriz Soares Lima;F;23;Sao Paulo;SP;6;Especialista de Customer Success;Especialista;Remoto;2018-07-20;15883.47;Ativo;;;
1219;Renata Silva Fernandes;F;37;Porto Alegre;RS;9;Coordenador de Recursos Humanos;Coordenador;Hibrido;2021-07-01;12364.69;Ativo;;;
1220;Matheus Costa Martins;M;43;Campinas;SP;1;Especialista de Engenharia de Software;Especialista;Hibrido;2020-01-20;14767.71;Ativo;;;
1221;Lucas Andrade Martins;M;31;Florianopolis;SC;9;Senior de Recursos Humanos;Senior;Presencial;2021-02-08;13231.98;Ativo;;;
1222;Andre Pereira Vieira;M;26;Belo Horizonte;MG;9;Senior de Recursos Humanos;Senior;Hibrido;2020-01-06;12851.14;Ativo;;;
1223;Carolina Barbosa Costa;F;27;Fortaleza;CE;11;Junior de Juridico;Junior;Remoto;2022-03-23;4704.42;Ativo;;;
1224;Bruno Rocha Rodrigues;M;30;Brasilia;DF;6;Pleno de Customer Success;Pleno;Presencial;2022-06-07;8511.66;Ativo;;;
1225;Matheus Gomes Nascimento;M;35;Goiania;GO;10;Junior de Financeiro;Junior;Remoto;2021-05-24;5360.61;Ativo;;;
1226;Andre Rodrigues Rocha;M;27;Brasilia;DF;3;Estagiario de Produto;Estagiario;Hibrido;2021-12-30;2447.1;Ativo;;;
1227;Thiago Oliveira Fernandes;M;26;Florianopolis;SC;5;Pleno de Marketing;Pleno;Remoto;2020-02-08;8874.39;Ativo;;;
1228;Rafael Costa Rodrigues;M;26;Goiania;GO;2;Estagiario de Dados & Analytics;Estagiario;Hibrido;2020-01-02;2469.32;Ativo;;;
1229;Thiago Carvalho Carvalho;M;31;Porto Alegre;RS;6;Junior de Customer Success;Junior;Remoto;2024-04-23;5006.12;Ativo;;;
1230;Patricia Rodrigues Alves;F;41;Rio de Janeiro;RJ;11;Junior de Juridico;Junior;Hibrido;2018-01-05;3814.17;Ativo;;;
1231;Rafael Silva Barbosa;M;26;Brasilia;DF;7;Pleno de Suporte Tecnico;Pleno;Remoto;2019-07-18;8828.74;Ativo;;;
1232;Daniela Vieira Barbosa;F;37;Curitiba;PR;11;Senior de Juridico;Senior;Hibrido;2021-01-16;14484.63;Ativo;;;
1233;Felipe Dias Silva;M;28;Recife;PE;2;Pleno de Dados & Analytics;Pleno;Hibrido;2023-10-01;8752.56;Ativo;;;
1234;Vinicius Rodrigues Soares;M;26;Brasilia;DF;6;Junior de Customer Success;Junior;Remoto;2020-06-19;3844.91;Ativo;;;
1235;Bruna Ferreira Martins;F;19;Fortaleza;CE;8;Senior de Operacoes;Senior;Hibrido;2019-05-13;11551.12;Ativo;;;
1236;Fernanda Ferreira Alves;F;42;Curitiba;PR;5;Pleno de Marketing;Pleno;Hibrido;2020-01-10;6242.73;Ativo;;;
1237;Andre Silva Lima;M;30;Salvador;BA;3;Pleno de Produto;Pleno;Presencial;2020-08-10;8207.64;Ativo;;;
1238;Bruno Alves Oliveira;M;25;Belo Horizonte;MG;2;Senior de Dados & Analytics;Senior;Hibrido;2023-12-17;11600.12;Ativo;;;
1239;Daniela Lopes Nascimento;F;30;Recife;PE;4;Pleno de Comercial;Pleno;Hibrido;2023-08-09;9161.03;Ativo;;;
1240;Beatriz Carvalho Martins;F;31;Sao Paulo;SP;11;Pleno de Juridico;Pleno;Hibrido;2019-06-06;6885.04;Ativo;;;
1241;Aline Martins Barbosa;F;25;Goiania;GO;11;Estagiario de Juridico;Estagiario;Remoto;2023-03-12;2478.58;Ativo;;;
1242;Leonardo Souza Almeida;M;38;Fortaleza;CE;8;Junior de Operacoes;Junior;Remoto;2022-01-21;4673.46;Ativo;;;
1243;Felipe Soares Fernandes;M;30;Salvador;BA;11;Junior de Juridico;Junior;Remoto;2019-08-10;4503.8;Ativo;;;
1244;Gustavo Martins Soares;M;27;Campinas;SP;7;Especialista de Suporte Tecnico;Especialista;Remoto;2023-03-17;17905.5;Ativo;;;
1245;Bruno Gomes Almeida;M;27;Salvador;BA;4;Coordenador de Comercial;Coordenador;Hibrido;2021-12-03;15906.91;Ativo;;;
1246;Carolina Almeida Ferreira;F;32;Salvador;BA;9;Junior de Recursos Humanos;Junior;Presencial;2024-07-13;5040.82;Ativo;;;
1247;Daniela Santos Nascimento;F;19;Florianopolis;SC;6;Estagiario de Customer Success;Estagiario;Remoto;2022-10-20;2304.04;Desligado;2024-09-07;Voluntario;Insatisfacao salarial
1248;Priscila Oliveira Andrade;F;30;Florianopolis;SC;10;Junior de Financeiro;Junior;Hibrido;2019-12-08;4035.99;Ativo;;;
1249;Rafael Vieira Nascimento;M;35;Florianopolis;SC;7;Estagiario de Suporte Tecnico;Estagiario;Hibrido;2023-01-24;1913.26;Ativo;;;
1250;Marcelo Carvalho Costa;M;40;Fortaleza;CE;9;Junior de Recursos Humanos;Junior;Hibrido;2018-12-21;3682.99;Ativo;;;
1251;Rafael Almeida Vieira;M;32;Goiania;GO;10;Junior de Financeiro;Junior;Hibrido;2021-06-04;4666.24;Ativo;;;
1252;Eduardo Oliveira Lima;M;27;Recife;PE;8;Pleno de Operacoes;Pleno;Remoto;2021-06-12;8405.11;Desligado;2024-02-22;Involuntario;Reducao de quadro
1253;Gabriel Oliveira Souza;M;44;Goiania;GO;6;Pleno de Customer Success;Pleno;Hibrido;2022-06-16;9447.94;Desligado;2024-01-24;Involuntario;Reestruturacao da area
1254;Juliana Soares Nascimento;F;22;Salvador;BA;3;Senior de Produto;Senior;Hibrido;2023-12-19;12507.6;Ativo;;;
1255;Marcelo Fernandes Martins;M;37;Sao Paulo;SP;5;Junior de Marketing;Junior;Remoto;2021-02-13;5061.65;Ativo;;;
1256;Thiago Vieira Dias;M;27;Belo Horizonte;MG;3;Gerente de Produto;Gerente;Remoto;2021-06-21;20979.19;Ativo;;;
1257;Matheus Ferreira Nascimento;M;26;Sao Paulo;SP;7;Estagiario de Suporte Tecnico;Estagiario;Presencial;2022-10-10;2052.01;Desligado;2024-08-03;Involuntario;Reestruturacao da area
1258;Carolina Andrade Almeida;F;42;Porto Alegre;RS;11;Especialista de Juridico;Especialista;Presencial;2018-01-21;18589.64;Ativo;;;
1259;Gabriel Rodrigues Alves;M;19;Sao Paulo;SP;5;Pleno de Marketing;Pleno;Hibrido;2018-08-14;7847.8;Desligado;2024-11-25;Voluntario;Continuidade dos estudos
1260;Maria Almeida Lopes;F;46;Fortaleza;CE;7;Junior de Suporte Tecnico;Junior;Remoto;2018-05-02;4286.7;Ativo;;;
1261;Ricardo Lopes Pereira;M;38;Curitiba;PR;9;Pleno de Recursos Humanos;Pleno;Presencial;2024-03-10;9171.93;Ativo;;;
1262;Priscila Carvalho Almeida;F;36;Rio de Janeiro;RJ;6;Senior de Customer Success;Senior;Hibrido;2023-12-04;13859.25;Ativo;;;
1263;Felipe Fernandes Lima;M;25;Brasilia;DF;7;Pleno de Suporte Tecnico;Pleno;Presencial;2024-07-08;8466.03;Ativo;;;
1264;Pedro Ferreira Rodrigues;M;30;Sao Paulo;SP;6;Pleno de Customer Success;Pleno;Hibrido;2021-02-05;6436.35;Desligado;2024-09-22;Aposentadoria;Aposentadoria
1265;Ana Rodrigues Santos;F;21;Campinas;SP;7;Junior de Suporte Tecnico;Junior;Hibrido;2019-02-06;5089.66;Ativo;;;
1266;Aline Oliveira Santos;F;34;Rio de Janeiro;RJ;9;Senior de Recursos Humanos;Senior;Remoto;2019-09-11;10305.77;Ativo;;;
1267;Larissa Ferreira Dias;F;34;Porto Alegre;RS;4;Pleno de Comercial;Pleno;Remoto;2024-07-28;7481.34;Desligado;2024-12-31;Voluntario;Continuidade dos estudos
1268;Eduardo Andrade Vieira;M;31;Recife;PE;9;Pleno de Recursos Humanos;Pleno;Hibrido;2022-03-13;6591.5;Ativo;;;
1269;Lucas Gomes Costa;M;24;Recife;PE;4;Pleno de Comercial;Pleno;Hibrido;2024-01-24;6502.87;Desligado;2024-10-04;Involuntario;Baixo desempenho
1270;Natalia Oliveira Gomes;F;32;Fortaleza;CE;5;Pleno de Marketing;Pleno;Hibrido;2024-04-10;6150.78;Desligado;2024-11-08;Voluntario;Insatisfacao salarial
1271;Guilherme Costa Soares;M;32;Salvador;BA;6;Junior de Customer Success;Junior;Remoto;2022-09-20;4640.48;Desligado;2024-08-16;Voluntario;Continuidade dos estudos
1272;Bruno Barbosa Santos;M;39;Rio de Janeiro;RJ;6;Senior de Customer Success;Senior;Hibrido;2019-12-28;13757.02;Ativo;;;
1273;Vinicius Andrade Nascimento;M;28;Brasilia;DF;12;Senior de Administrativo;Senior;Presencial;2023-02-01;11795.38;Desligado;2024-11-17;Voluntario;Mudanca de carreira
1274;Daniela Costa Lima;F;30;Florianopolis;SC;2;Junior de Dados & Analytics;Junior;Hibrido;2023-06-25;3690.19;Ativo;;;
1275;Fernanda Barbosa Vieira;F;29;Fortaleza;CE;2;Junior de Dados & Analytics;Junior;Hibrido;2020-05-16;5011.15;Ativo;;;
1276;Debora Ferreira Barbosa;F;25;Curitiba;PR;5;Junior de Marketing;Junior;Presencial;2024-07-15;3604.71;Ativo;;;
1277;Amanda Silva Souza;F;25;Sao Paulo;SP;2;Pleno de Dados & Analytics;Pleno;Hibrido;2022-06-06;6419.22;Ativo;;;
1278;Camila Andrade Alves;F;38;Brasilia;DF;2;Senior de Dados & Analytics;Senior;Hibrido;2024-09-20;11071.12;Ativo;;;
1279;Vanessa Santos Costa;F;41;Recife;PE;6;Junior de Customer Success;Junior;Presencial;2021-03-25;4055.24;Ativo;;;
1280;Joao Rocha Alves;M;26;Goiania;GO;10;Junior de Financeiro;Junior;Hibrido;2022-05-13;4606.07;Ativo;;;
1281;Patricia Oliveira Gomes;F;47;Porto Alegre;RS;2;Junior de Dados & Analytics;Junior;Remoto;2023-11-14;4443.19;Ativo;;;
1282;Maria Souza Dias;F;31;Recife;PE;5;Junior de Marketing;Junior;Remoto;2019-08-14;4216.65;Ativo;;;
1283;Renata Andrade Vieira;F;31;Brasilia;DF;3;Pleno de Produto;Pleno;Presencial;2018-01-20;9488.89;Desligado;2024-08-10;Voluntario;Nova oportunidade de mercado
1284;Bruno Costa Costa;M;30;Campinas;SP;10;Senior de Financeiro;Senior;Remoto;2024-07-08;11737.08;Ativo;;;
1285;Debora Santos Rocha;F;26;Belo Horizonte;MG;10;Senior de Financeiro;Senior;Hibrido;2018-09-17;11675.68;Desligado;2024-01-21;Voluntario;Motivos pessoais/familiares
1286;Eduardo Fernandes Costa;M;28;Fortaleza;CE;8;Pleno de Operacoes;Pleno;Remoto;2023-05-26;7112.92;Ativo;;;
1287;Ana Soares Gomes;F;41;Brasilia;DF;9;Especialista de Recursos Humanos;Especialista;Remoto;2022-12-14;16527.92;Ativo;;;
1288;Natalia Fernandes Silva;F;24;Curitiba;PR;3;Junior de Produto;Junior;Remoto;2024-05-14;3537.11;Ativo;;;
1289;Bruna Oliveira Rodrigues;F;28;Porto Alegre;RS;2;Junior de Dados & Analytics;Junior;Hibrido;2022-06-24;4148.47;Desligado;2024-06-27;Voluntario;Nova oportunidade de mercado
1290;Renata Rocha Fernandes;F;23;Belo Horizonte;MG;7;Pleno de Suporte Tecnico;Pleno;Presencial;2022-06-16;9375.61;Ativo;;;
1291;Larissa Barbosa Souza;F;40;Porto Alegre;RS;4;Senior de Comercial;Senior;Hibrido;2020-07-18;12423.07;Ativo;;;
1292;Ana Lima Carvalho;F;45;Rio de Janeiro;RJ;8;Junior de Operacoes;Junior;Hibrido;2021-05-26;3936.43;Ativo;;;
1293;Beatriz Ribeiro Almeida;F;30;Porto Alegre;RS;2;Pleno de Dados & Analytics;Pleno;Remoto;2023-03-13;6549.42;Ativo;;;
